Epoch,Train_Loss,Val_Loss,Train_R²,Val_R²
1,0.15882068578472716,0.1475197800124685,0.08058792693196115,0.14246779144286903
2,0.14599365335043388,0.14306057648112377,0.15489372826728787,0.1684282342414969
3,0.142913408328571,0.1406319267426928,0.17273531716870583,0.18255868914017637
4,0.14095747251537996,0.13957572604219118,0.1840919376300988,0.18874209833206135
5,0.13939521939246788,0.13804352264851333,0.19309753189509804,0.19762878334086054
6,0.13802565310718123,0.1366680835063259,0.2010709756273249,0.20566748761187958
7,0.1366184737090029,0.13581175096333026,0.20918705409454685,0.21064883273206236
8,0.1354405421118149,0.13460804838687182,0.21600094605250242,0.2176252770793199
9,0.13407963484774552,0.13373660910874605,0.22387796029025697,0.22272653501791484
10,0.13294584103441937,0.1328765963514646,0.2304319546973551,0.22770658765335605
11,0.1318403120329584,0.13267625986287993,0.23682255959230836,0.228878765191727
12,0.1308360855738654,0.13208832039187351,0.24259908763256266,0.2323381573107769
13,0.1298960341230066,0.13133696801960468,0.24804789064107302,0.23671867659384405
14,0.12914075548439782,0.13074951811383168,0.25247929911784583,0.24008716917521022
15,0.1284091918571757,0.13186409436166285,0.2567145273634399,0.2336106531186164
16,0.1277239550846106,0.12992575683941443,0.26066543275554555,0.24493145140927963
17,0.1270011271153711,0.13287280922134717,0.2648204305387347,0.22779408268466872
18,0.1265688367296858,0.1297016038869818,0.267373154132007,0.24620624129317004
19,0.12590486394525321,0.12927481681108474,0.27116355622067834,0.24868271453761193
20,0.12541406331020008,0.13082801556835572,0.27407356813601746,0.23970842237531087
21,0.12479293235968449,0.1291265396401286,0.27762071180211,0.24956236424942602
22,0.1243491883473257,0.12864498843749364,0.28021101930811465,0.25234314373997657
23,0.12414388694569065,0.1282898945733905,0.28139039303544244,0.25441938725443325
24,0.12339406430970154,0.12839911331733067,0.28577921200478984,0.2537877200101366
25,0.123147364635806,0.12879416408638159,0.28715552025990376,0.2514512358548673
26,0.12274279095434694,0.12800536497185627,0.28947155120963974,0.2560748353035027
27,0.12224687824107411,0.1289263439675172,0.2923727905130328,0.25065370434994505
28,0.12191936961668767,0.1294126281514764,0.29432968784195845,0.24785078972306263
29,0.1216354467799121,0.1273994890972972,0.29593964317834276,0.25958251074377725
30,0.12123471070742059,0.12819663050274055,0.29827024636766963,0.2549336245512789
31,0.12068982615226992,0.1290336810052395,0.30137683860621645,0.25017154694390786
32,0.12049741929470871,0.12799039632081985,0.30251683384649375,0.25618597333015714
33,0.1201267549009811,0.12904896413286526,0.30461655201860693,0.24995108029799917
34,0.11964789521345763,0.12876865963141124,0.3074230635725437,0.2515950142532887
35,0.1193447511386523,0.12716788469503323,0.3092226087641907,0.2609389504896217
36,0.11932946071184254,0.12697139270603658,0.3092528927483651,0.2620817915854786
37,0.11899667856962048,0.12751380540430546,0.311161999198313,0.2589243460761518
38,0.11850046120692892,0.1274216134722034,0.3140626528079409,0.2595075636414834
39,0.11811502260741212,0.1273069732512037,0.3162911952859414,0.26012397234745444
40,0.11786078411253609,0.12754360878219206,0.3177691662292166,0.25878410085718795
41,0.1176941752713757,0.12996991376082104,0.31873117003658724,0.244759699195789
42,0.11744571553391554,0.12780774608254433,0.3202093248184906,0.2572569505090302
43,0.11697594919446117,0.12808121759444474,0.3228701287979655,0.25571174586414624
44,0.11683415952828831,0.12824736206481854,0.3236807038657007,0.2547397570263671
45,0.11657024616674988,0.12764828732858102,0.325236562110488,0.25821753186793217
46,0.11614405789990016,0.12674290010084707,0.32773490299921526,0.263412709405937
47,0.11610691244704241,0.1282814284786582,0.32792998824866093,0.254573793813486
48,0.11558924338513973,0.12622777372598648,0.33091968534935234,0.2664844302702163
49,0.11544974235378377,0.12732850244889657,0.3317167135040797,0.2600377640467598
50,0.11536617580186848,0.1271126910423239,0.33221485415634255,0.26127206634407596
51,0.11485982435854591,0.1273560128485163,0.3351072422677932,0.25983822556777403
52,0.11453428962472087,0.12640429424742858,0.3370195239392042,0.2654129610711531
53,0.11435766359460628,0.12666512380043665,0.33803443028226365,0.2639017915925128
54,0.11440466473458455,0.12677831885715327,0.33775698680786315,0.2632664961004123
55,0.11382147147162722,0.12637949089209238,0.3410866912962047,0.26560984485393013
56,0.11346407198893502,0.12668358280013006,0.34319930315247715,0.2637905980331231
57,0.1135750748605967,0.12659441431363425,0.34257806338752983,0.2643473759281324
58,0.11319438668282893,0.1278902655467391,0.3447354200236925,0.25687344168736725
