Epoch,Train_Loss,Val_Loss,Train_R²,Val_R²
1,2.4616505585679223,1.2812837340615013,-0.8353429127476772,0.03617261548764761
2,1.2081771317971957,1.1140309225429188,0.10079480146361275,0.16160176128015258
3,1.0588025253847104,0.9995486422018571,0.21157129814427256,0.24744042508738184
4,0.9887527828916497,0.969516891782934,0.26389541671220984,0.2697531702010425
5,0.964212118485652,0.9479063554243607,0.2823281847893432,0.2859573516709819
6,0.9473103864477315,0.9336212960156527,0.29502860047374146,0.29665694959326416
7,0.9287112655989621,0.9144048669121482,0.3084331799523692,0.31115782015996707
8,0.9113848157432101,0.9007054545662619,0.32142399164833413,0.3214057676425117
9,0.8938924746775846,0.8822250745513223,0.33480745370467935,0.33537103247448563
10,0.8750364269138476,0.8762715220451355,0.348371930321151,0.3399098421958985
11,0.8613308132241625,0.8524901227517562,0.35880502422892846,0.3576874287410976
12,0.8459640741348267,0.846194402738051,0.3704341018561983,0.3624943880558029
13,0.8333839582740714,0.8305523232980208,0.37976133103139187,0.3741797947480625
14,0.8228860973218165,0.8201090151613409,0.3875376788440861,0.38196518200262364
15,0.8110903214424028,0.8130991914055564,0.3959657619477881,0.38734330890330226
16,0.8030916854329065,0.8030708930709145,0.4022540348309108,0.39483090697451584
17,0.792687806514425,0.795621412450617,0.4098015517441309,0.40047258768018845
18,0.7846365070671116,0.8038029280575839,0.4161867402945929,0.3943348670013064
19,0.7772894578242521,0.7839964920824224,0.42168553490170835,0.4092009400453378
20,0.7699762746828411,0.7775208581577647,0.4265256069825092,0.41402695229820075
21,0.7663994253775396,0.7780215350064364,0.42942626291950325,0.41369508650406495
22,0.7595217996234194,0.7690187887711959,0.434411107874319,0.4202426190168723
23,0.7544092489491909,0.769323858347806,0.4384971612440888,0.42013550271250033
24,0.749983252735313,0.7619736389680343,0.4417867611450008,0.4256647931975329
25,0.7446114172082429,0.7594075538895347,0.4457525363176952,0.42771566425440144
26,0.7414380913480706,0.753380210833116,0.44794534715717116,0.4321675454239995
27,0.7369614820414727,0.75217383666472,0.4512509607842824,0.4330462775246622
28,0.7331669243103868,0.7502482175827027,0.45415307774373337,0.4344834732386317
29,0.7317098504906401,0.7469831044023687,0.4552818709549178,0.4369212942133113
30,0.7258767086431521,0.7494952104308389,0.4596476479196273,0.4348902437271973
31,0.7236542977871151,0.7426253123716875,0.4614242662586787,0.44025976470091654
32,0.7203045815502832,0.7422811519015919,0.4637173623064196,0.4404698248088098
33,0.7179895945645254,0.7365175463936545,0.4657485893279495,0.4448767286874099
34,0.7141840734066219,0.7369620854204352,0.4682376969799539,0.4445418909167078
35,0.7117799465809393,0.7353747801347212,0.47051091525815913,0.44562436938778305
36,0.7111036813040392,0.7348275032910434,0.4704433991708784,0.44606916756777737
37,0.7060959151852022,0.7292524153536016,0.47433171718929057,0.4501901472334928
38,0.7036224330237152,0.7303798827258023,0.47588289701517184,0.44936257498957066
39,0.7024943153245733,0.7324543010104786,0.4770307142442788,0.44782670780668177
40,0.6984711289405823,0.7230757301503962,0.4798032938119068,0.4549510737705049
41,0.6953134791019859,0.7230127020315691,0.48235567957861913,0.45515061914343036
42,0.6951804349728681,0.7200649846683849,0.4825695729322087,0.4572572366653702
43,0.6920934368710999,0.7233770749785683,0.48512105272459294,0.4545350518747645
44,0.690816955008638,0.7160396207462657,0.4854088591756677,0.46027847804578426
45,0.6899444436261414,0.7154130578041077,0.48663149227573377,0.4607508933103146
46,0.6846934237064571,0.7177087068557739,0.4903669461460155,0.45920248879855885
47,0.6831617297929361,0.7110733227296309,0.491528269748431,0.46398434732789684
48,0.6820076652076266,0.7102889472788031,0.49208227539662075,0.4644695669401947
49,0.680941555751573,0.7111440647732128,0.4929802343406119,0.4640386820215904
50,0.6765641611103618,0.708199510791085,0.49612894026515164,0.4660076411812887
51,0.6746955678003643,0.7099214347926053,0.4978637711136592,0.4646704154339941
52,0.6739008173756643,0.7094014395367015,0.49821989248248266,0.4653190510628955
53,0.6717940000219083,0.7041230526837435,0.49997048012642664,0.4691359919907785
54,0.6692870289360712,0.703111795945601,0.501997341484857,0.4698803601402982
55,0.6675721852604403,0.7095382755452936,0.5030673026234388,0.4651936360055614
56,0.666293206564877,0.6981405128132213,0.5036579972329274,0.47380732165255013
57,0.6633462903149631,0.6949686798182401,0.505833457640416,0.4760215820592698
58,0.661328151958798,0.700346501307054,0.5074096706753184,0.4719251639921521
59,0.6604022711788843,0.6970205968076533,0.5087303064156923,0.4746082338669466
60,0.6594726987388155,0.6929793552918868,0.509140338484168,0.47754683661147934
61,0.6583041941080618,0.6995813738216053,0.5099444009808543,0.4726039404770128
62,0.6555809012246788,0.690014344995672,0.5118493528013037,0.47981965773354895
63,0.6539802392688366,0.6880727529525756,0.5133580545934147,0.48123943037053674
64,0.652717185266521,0.6899133833971891,0.5141761126857509,0.4798039973512621
65,0.6494992804636649,0.6915837710553949,0.5160210468255539,0.4787158468991508
66,0.6479954051041822,0.6843124335462397,0.5174211346081019,0.4841280196837032
67,0.6446355113742548,0.6825939471071417,0.5199000740173151,0.48546239851837547
68,0.6445628721779639,0.6827500083229758,0.5200716204195486,0.4852181878023396
69,0.6427470207761187,0.6834768013520675,0.5221380661379076,0.4846187154714151
70,0.6417448105068382,0.6858294183557684,0.522276440604501,0.4829606710835095
71,0.6401761723767727,0.6853343801064925,0.5233532125104131,0.48321274207678555
72,0.6363934643498255,0.6817375930872831,0.5259011828741177,0.4859844159862243
73,0.6376715608693044,0.6729811928488991,0.525449075481115,0.4925963296920851
74,0.6350272891171481,0.6759793026880785,0.5276330500904991,0.490372632000144
75,0.6340733949744374,0.6814451011744412,0.5282417721040968,0.486223766935477
76,0.6328882551794752,0.6771606954661282,0.5285864852224111,0.4893876407345188
77,0.6335151485346873,0.6806482044133273,0.5286784231273742,0.48689011392467674
78,0.6285301948632669,0.669251561164856,0.5323645433515565,0.4953904921314546
79,0.6294155205608508,0.6779751755974509,0.531469084681879,0.48908203071028034
80,0.6262294402636519,0.6755957505919716,0.5336737228399933,0.4907358928629034
81,0.6229246014028514,0.6694406780329618,0.5361670997174484,0.49519659902924185
82,0.6226968044808151,0.6666683717207476,0.5368900105374386,0.49745268504796425
83,0.6215796082391651,0.6701019980690696,0.5372473700410123,0.494859178449937
84,0.6198717759016457,0.6694003527814691,0.5382688751106397,0.49548056871999746
85,0.6192755271261985,0.6648405568166212,0.5389982121611628,0.4988822116938444
86,0.617777312020643,0.6666261559182948,0.5400166436269711,0.497546405361759
87,0.6150778285953977,0.6676755384965376,0.5418481548734124,0.49670333068086503
88,0.6164098901486178,0.6675159324299206,0.5408633899267274,0.49678639182271866
89,0.6164653604730553,0.6686996264891191,0.5408608089673055,0.4960455736693776
90,0.6124940070263837,0.6600479879162529,0.5441077861944053,0.5023069254624909
91,0.6137785334652717,0.6588807918808677,0.5432546744489107,0.5032795167879833
92,0.6102346509968469,0.6617326644333926,0.5454602273073782,0.5012167618292711
93,0.6077517115194863,0.658645116741007,0.5475853179004303,0.50338403903527
94,0.6057813022661647,0.6594822726466439,0.5491563779088056,0.502961956583485
95,0.6055087998099283,0.6555448640476573,0.5494056711280945,0.5059517690703387
96,0.6059485222768346,0.6542647616429762,0.5488154962927728,0.5066808275347928
97,0.6032341942874664,0.654559847983447,0.5511922224786301,0.506571119016682
98,0.6012493247559311,0.6630527978593653,0.5527749353483744,0.5002942705600866
99,0.5998625919359539,0.6554099175063046,0.5535315990747256,0.5058515584773287
100,0.5991975382107113,0.6621470088308508,0.5541015027370482,0.5008107991729553
101,0.6005692699360191,0.6513762560757723,0.5525488033338793,0.5091481035724563
102,0.5984992188051206,0.6670193818482486,0.5545555023548003,0.49743700507754485
103,0.5968831906078058,0.6496318529952656,0.556299714555418,0.5102732577958662
104,0.5951091086645739,0.6477256346832622,0.5568735782105259,0.5118444520816104
105,0.5922491729532907,0.6544283812696283,0.5593099180631078,0.5066600321743938
106,0.594488686377849,0.6460325441577218,0.5574715318143673,0.5131285233392421
