Epoch,Train_Loss,Val_Loss,Train_R²,Val_R²
1,0.008383375425253388,0.007025614661427262,-0.04033898348034137,0.12609910705540828
2,0.0068839466151055006,0.006773529347414389,0.14567822879753956,0.1575210779830043
3,0.006686945593521047,0.006622761899891954,0.1702768350619014,0.17667121443244127
4,0.006536669708173541,0.0064994242066183155,0.18884393728677207,0.19183643418422147
5,0.006416258325312034,0.006403456722648862,0.20371585854877872,0.20398602138045452
6,0.006308101938922911,0.006307657258823896,0.21708901320715868,0.21589153828798324
7,0.006201202589355434,0.00626374011596617,0.23060985637460962,0.22155790114783624
8,0.006119044128395496,0.006203605978487012,0.2406848974342709,0.22899556855412273
9,0.006047037570258078,0.006138166806732233,0.24966203438530477,0.2369742014414875
10,0.005970499535546334,0.006081680122476358,0.25912360835019976,0.24392607645801023
11,0.005905409620827648,0.006061655314018329,0.2671213608096865,0.24609374219810232
12,0.005850365851074457,0.006001602476223921,0.2740410071819911,0.25387951913214835
13,0.005803009682006434,0.005982172400810015,0.2797947148438844,0.25635117934737406
14,0.005743331320336673,0.006046772940466419,0.28723460255572797,0.24874002340468704
15,0.005691224864373605,0.005895500525068014,0.2937958454036286,0.26717061773838424
16,0.005657371177268742,0.005911941156507685,0.29801681938823177,0.2650284660237494
17,0.005606566733623399,0.005904657616972541,0.30423274659823096,0.26603471705782444
18,0.005561336279699043,0.0058068943102485854,0.30994160345330624,0.27791654485365014
19,0.005529385937896217,0.005804752513097647,0.31381840182197474,0.27811860425079304
20,0.005472557610925588,0.005783867771522357,0.32088659167704536,0.28094892230362556
21,0.005447627470186613,0.005736151590752296,0.3239982693127126,0.28706853225745654
22,0.005387688379638307,0.005730039852026563,0.33142738920542947,0.28767136070348776
23,0.0053523528287157075,0.005753314803139522,0.3358180577357909,0.2850098096481424
24,0.005325561153482416,0.005729063706568036,0.33904802817480095,0.2877234135208886
25,0.005304384067907785,0.005676485717487641,0.3417120495376079,0.2943516214437456
26,0.0052485588537137294,0.005641196806652424,0.34864670751067484,0.29883765747342617
27,0.0052161576093738135,0.005641279885402093,0.3527247920481863,0.29889456086734567
28,0.005202233216432933,0.0056453743734611915,0.35440315563006897,0.2980371547747471
29,0.00515078255924785,0.0056012714615999125,0.36091772312532067,0.30376059645624764
30,0.005114777778459164,0.005578504773812034,0.36520456986194794,0.306599705850757
31,0.005094982413153095,0.005582180292082903,0.3677871471845007,0.3060699129783785
32,0.0050713683773905135,0.005583717302681926,0.3706841756993843,0.3057504414019623
33,0.00503803378808942,0.005557030606537293,0.3748095132521261,0.30894491658263323
34,0.004998772486465648,0.0055357148058903525,0.37971784189151847,0.311912253914424
35,0.004977132125929432,0.005512582102360634,0.38233247477907994,0.3149802624673348
36,0.004926005174167768,0.005518405889280331,0.38875427916865823,0.3138719700366449
37,0.004918857872437891,0.00548373069614172,0.38963897332838016,0.3182457801722479
38,0.00490433905532879,0.005447148620031583,0.39142828242410155,0.32278618343422927
39,0.004871056109220754,0.005517025537884388,0.395498765352967,0.3136101375330378
40,0.004844473483505083,0.0054819688965112735,0.3987161299301827,0.3184451382914598
41,0.00482106753278367,0.0054405803422037605,0.4016955489458598,0.32375040221196894
42,0.004806991656006444,0.0054306472197939186,0.403529763378108,0.32460605755354766
43,0.004770721321696458,0.00543226280178015,0.4079104140937727,0.3244291294937218
44,0.004756472478876897,0.005427775671705604,0.40971159713227867,0.32560559484991225
45,0.004723194570651332,0.005493722497843779,0.4138088057990047,0.31683441321339656
46,0.004699744617952257,0.005383543747787674,0.41669868225130746,0.33069311675883895
47,0.0046848459146663695,0.005385551285237456,0.4185715596671511,0.33058696773745555
48,0.004660458035742967,0.005369156127413496,0.42161431427980944,0.33262190738026054
49,0.004640192918413135,0.005356831129831381,0.42418141224879946,0.3341020010890089
